venda_id,data_venda,produto_id,quantidade_vendida,preco_venda_unitario,canal_venda,foi_promocao,evento_lancamento,observacao_demanda
7900,2026-02-05,245,4,86.68,Site,1,0,Pico
7901,2026-02-05,247,2,21.19,Site,0,0,Normal
7902,2026-02-06,2,1,49.12,LOJA FÍSICA,0,0,Normal
7903,2026-02-06,3,1,72.68,Site,0,0,Normal
7904,2026-02-06,7,1,266.03,Site,0,0,Normal
7905,2026-02-06,9,1,97.28,Site,0,0,Pico
7906,2026-02-06,10,1,27.39,Site,0,0,Pico
7907,2026-02-06,14,1,40.11,Site,0,0,Pico
7908,2026-02-06,15,4,91.38,Site,1,0,Pico
7909,2026-02-06,23,3,51.77,Site,0,0,Pico
7910,2026-02-06,26,1,17.38,Marketplace,0,0,Normal
7911,2026-02-06,29,1,189.77,Site,0,0,Normal
7912,2026-02-06,31,1,141.33,Site,0,0,Pico
7913,2026-02-06,34,2,54.42,Marketplace,0,0,Pico
7914,2026-02-06,36,5,114.09,Site,0,1,Pico
7915,2026-02-06,37,4,25.73,Marketplace,1,0,Pico
7916,2026-02-06,41,1,138.27,Loja Física,0,0,Normal
7917,2026-02-06,43,1,44.66,Site,0,0,Normal
7918,2026-02-06,44,1,138.28,Loja Física,0,0,Pico
7919,2026-02-06,45,1,41.05,Site,0,0,Normal
7920,2026-02-06,48,1,90.54,Site,0,0,Normal
7921,2026-02-06,52,1,17.86,Site,0,0,Normal
7922,2026-02-06,56,1,320.84,Site,0,0,Normal
7923,2026-02-06,61,2,41.92,marketplace,0,0,Normal
7924,2026-02-06,62,1,148.68,Marketplace,0,0,Pico
7925,2026-02-06,64,1,34.44,Marketplace,0,0,Pico
7926,2026-02-06,65,1,39.85,Loja Física,0,0,Pico
7927,2026-02-06,66,1,115.56,Marketplace,0,0,Normal
7928,2026-02-06,67,13,310.25,Marketplace,0,0,Pico
7929,2026-02-06,77,1,42.41,Site,0,0,Normal
7930,2026-02-06,79,1,118.07,Marketplace,0,0,Pico
7931,2026-02-06,83,1,408.98,Site,0,0,Normal
7932,2026-02-06,85,1,266.63,Site,0,0,Pico
7933,2026-02-06,89,1,21.63,Site,0,0,Pico
7934,2026-02-06,91,2,29.96,Site,0,0,Normal
7935,2026-02-06,93,1,141.99,Marketplace,0,0,Normal
7936,2026-02-06,94,1,25.51,Site,0,0,Normal
7937,2026-02-06,97,2,42.66,Marketplace,0,0,Pico
7938,2026-02-06,100,5,5.16,Marketplace,1,1,Pico
7939,2026-02-06,101,1,22.67,Marketplace,0,0,Normal
7940,2026-02-06,102,1,142.36,Loja Física,0,0,Normal
7941,2026-02-06,103,1,91.19,Marketplace,0,0,Pico
7942,2026-02-06,105,2,117.47,Site,0,0,Normal
7943,2026-02-06,109,2,38.05,Site,0,0,Normal
7944,2026-02-06,119,1,23.27,Site,0,0,Normal
7945,2026-02-06,125,2,36.47,Site,0,0,Pico
7946,2026-02-06,131,3,43.24,Marketplace,0,0,Pico
7947,2026-02-06,132,1,120.97,Loja Física,0,0,Pico
7948,2026-02-06,133,1,40.48,Site,0,1,Pico
7949,2026-02-06,136,1,124.58,Site,0,0,Normal
7950,2026-02-06,137,1,96.11,Marketplace,0,0,Normal
7951,2026-02-06,138,1,26.78,Marketplace,0,0,Normal
7952,2026-02-06,139,1,69.72,Marketplace,0,0,Pico
7953,2026-02-06,145,3,124.65,Marketplace,0,0,Pico
7954,2026-02-06,146,2,68.73,Loja Física,1,0,Pico
7955,2026-02-06,148,2,25.82,Marketplace,0,0,Normal
7956,2026-02-06,150,1,28.09,Site,0,0,Normal
7957,2026-02-06,151,2,23.44,Marketplace,0,0,Pico
7958,2026-02-06,153,1,37.91,Loja Física,0,1,Pico
7959,2026-02-06,159,1,38.7,Site,0,0,Pico
7960,2026-02-06,162,1,34.59,Market Place,0,0,Normal
7961,2026-02-06,166,1,26.6,Marketplace,0,0,Normal
7962,2026-02-06,168,1,38.5,Site,0,1,Pico
7963,2026-02-06,173,1,274.43,Site,0,0,Pico
7964,2026-02-06,177,1,259.25,Loja Física,0,0,Pico
7965,2026-02-06,179,2,68.96,Loja Física,0,0,Normal
7966,2026-02-06,183,1,32.17,Site,0,0,Pico
7967,2026-02-06,189,2,122.94,Site,0,0,Pico
7968,2026-02-06,190,1,21.32,Loja Física,0,0,Normal
7969,2026-02-06,191,4,112.76,Site,1,0,Pico
7970,2026-02-06,194,1,25.94,Loja Física,0,0,Pico
7971,2026-02-06,196,5,27.02,Loja Física,1,0,Pico
7972,2026-02-06,197,1,87.95,Marketplace,0,0,Normal
7973,2026-02-06,200,1,121.05,Site,0,0,Normal
7974,2026-02-06,203,1,128.52,Loja Física,0,0,Normal
7975,2026-02-06,204,2,42.24,Marketplace,0,0,Normal
7976,2026-02-06,206,1,220.17,Site,0,0,Normal
7977,2026-02-06,210,1,25.18,Loja Física,0,0,Pico
7978,2026-02-06,212,3,31.67,Marketplace,0,0,Pico
7979,2026-02-06,213,3,31.03,Marketplace,0,0,Pico
7980,2026-02-06,215,1,62.75,Site,0,0,Normal
7981,2026-02-06,216,1,81.64,Site,0,0,Normal
7982,2026-02-06,217,1,338.05,Marketplace,0,0,Normal
7983,2026-02-06,218,1,55.58,Marketplace,0,0,Normal
7984,2026-02-06,223,2,14.09,Marketplace,0,1,Pico
7985,2026-02-06,225,1,138.8,Site,0,0,Pico
7986,2026-02-06,230,3,34.88,Site,0,0,Normal
7987,2026-02-06,232,1,87.74,Marketplace,0,0,Normal
7988,2026-02-06,233,1,27.09,Loja Física,0,0,Pico
7989,2026-02-06,234,3,99.39,Site,0,0,Normal
7990,2026-02-06,238,1,33.18,Marketplace,0,0,Pico
7991,2026-02-06,242,2,63.4,Site,0,0,Pico
7992,2026-02-06,245,2,86.68,Site,0,0,Pico
7993,2026-02-06,248,1,116.0,Site,0,1,Pico
7994,2026-02-06,249,1,110.75,Marketplace,0,0,Pico
7995,2026-02-07,2,1,49.12,Marketplace,0,0,Normal
7996,2026-02-07,4,1,93.45,Marketplace,0,0,Normal
7997,2026-02-07,10,1,27.39,Marketplace,0,0,Pico
7998,2026-02-07,12,1,51.86,Site,0,0,Normal
7999,2026-02-07,14,4,40.11,Marketplace,1,0,Pico
8000,2026-02-07,18,5,44.34,Site,1,0,Pico
8001,2026-02-07,20,1,28.75,Marketplace,0,0,Normal
8002,2026-02-07,21,1,145.78,Site,0,0,Pico
8003,2026-02-07,22,1,50.95,Marketplace,0,0,Normal
8004,2026-02-07,23,2,51.77,Site,0,0,Pico
8005,2026-02-07,25,2,34.77,Site,0,1,Pico
8006,2026-02-07,28,2,31.52,Marketplace,0,0,Normal
8007,2026-02-07,31,1,141.33,Site,0,0,Pico
8008,2026-02-07,34,2,54.42,Site,0,0,Pico
8009,2026-02-07,36,1,114.09,Site,0,0,Pico
8010,2026-02-07,39,6,22.78,Site,0,0,Pico
8011,2026-02-07,40,5,31.94,Site,1,0,Pico
8012,2026-02-07,41,2,138.27,Loja Física,0,0,Normal
8013,2026-02-07,42,1,101.01,Loja Física,0,0,Normal
8014,2026-02-07,54,4,215.46,Marketplace,1,0,Pico
8015,2026-02-07,55,2,20.21,Marketplace,0,0,Normal
8016,2026-02-07,61,1,41.92,Marketplace,0,0,Normal
8017,2026-02-07,62,1,148.68,Marketplace,0,0,Pico
8018,2026-02-07,64,4,34.44,Site,0,0,Pico
8019,2026-02-07,66,3,115.56,Site,0,0,Normal
8020,2026-02-07,70,2,37.97,Marketplace,0,0,Normal
8021,2026-02-07,72,1,119.72,Marketplace,0,0,Normal
8022,2026-02-07,76,6,42.19,Site,1,0,Pico
8023,2026-02-07,80,2,135.58,Site,0,0,Normal
8024,2026-02-07,84,3,22.66,Loja Física,0,0,Normal
8025,2026-02-07,85,3,266.63,Site,1,0,Pico
8026,2026-02-07,86,1,40.16,Site,0,0,Pico
8027,2026-02-07,88,3,113.03,Site,0,1,Pico
8028,2026-02-07,94,1,25.51,Loja Física,0,0,Normal
8029,2026-02-07,95,1,73.85,Site,0,0,Normal
8030,2026-02-07,97,3,42.66,Site,0,0,Pico
8031,2026-02-07,98,1,126.05,Site,0,0,Normal
8032,2026-02-07,100,1,5.16,Site,0,1,Pico
8033,2026-02-07,101,2,22.67,Site,0,0,Normal
8034,2026-02-07,105,1,117.47,Site,0,0,Normal
8035,2026-02-07,106,1,99.49,Site,0,0,Normal
8036,2026-02-07,108,3,37.7,Marketplace,0,0,Normal
8037,2026-02-07,109,2,38.05,Site,0,0,Normal
8038,2026-02-07,110,2,7.66,Site,0,0,Normal
8039,2026-02-07,118,3,19.12,Site,0,0,Normal
8040,2026-02-07,119,2,23.27,Site,0,0,Normal
8041,2026-02-07,120,2,349.63,Site,0,0,Normal
8042,2026-02-07,121,2,85.93,Marketplace,0,0,Pico
8043,2026-02-07,126,1,96.37,Site,0,0,Pico
8044,2026-02-07,127,2,116.72,Site,0,0,Normal
8045,2026-02-07,132,2,120.97,site,0,0,Pico
8046,2026-02-07,135,1,80.72,Site,0,0,Normal
8047,2026-02-07,138,1,26.78,Site,0,0,Normal
8048,2026-02-07,142,1,85.3,Site,0,0,Normal
8049,2026-02-07,144,2,37.42,Loja Física,0,0,Normal
8050,2026-02-07,145,1,124.65,Marketplace,0,0,Pico
8051,2026-02-07,147,1,21.44,Site,0,0,Normal
8052,2026-02-07,149,2,74.84,Marketplace,0,0,Normal
8053,2026-02-07,150,1,28.09,Site,0,0,Normal
8054,2026-02-07,151,3,23.44,Marketplace,0,0,Pico
8055,2026-02-07,153,2,37.91,Site,0,1,Pico
8056,2026-02-07,157,2,36.41,Marketplace,0,0,Normal
8057,2026-02-07,159,1,38.7,Site,0,0,Pico
8058,2026-02-07,160,1,18.32,Site,0,0,Normal
8059,2026-02-07,162,1,34.59,Site,0,0,Normal
8060,2026-02-07,166,1,26.6,Loja Física,0,0,Normal
8061,2026-02-07,167,2,36.99,Site,1,0,Pico
8062,2026-02-07,169,1,21.4,Loja Física,0,0,Normal
8063,2026-02-07,175,1,38.07,Marketplace,0,0,Normal
8064,2026-02-07,176,1,118.59,Marketplace,0,0,Normal
8065,2026-02-07,178,1,33.81,Site,0,0,Normal
8066,2026-02-07,182,3,42.05,Marketplace,0,0,Normal
8067,2026-02-07,183,2,32.17,Site,0,0,Pico
8068,2026-02-07,186,1,44.79,Site,0,0,Normal
8069,2026-02-07,193,1,283.3,Site,0,0,Normal
8070,2026-02-07,194,4,25.94,Site,0,0,Pico
8071,2026-02-07,195,1,26.36,Site,0,0,Normal
8072,2026-02-07,198,2,37.56,marketplace,0,0,Normal
8073,2026-02-07,200,1,121.05,Site,0,0,Normal
8074,2026-02-07,201,2,20.25,Site,0,0,Normal
8075,2026-02-07,204,2,42.24,Loja Física,1,0,Pico
8076,2026-02-07,205,1,142.26,Site,0,0,Normal
8077,2026-02-07,206,1,220.17,Site,0,0,Normal
8078,2026-02-07,209,1,126.59,Marketplace,0,0,Normal
8079,2026-02-07,210,1,25.18,Site,0,0,Pico
8080,2026-02-07,212,3,31.67,Site,0,0,Pico
8081,2026-02-07,216,1,81.64,Loja Física,0,0,Normal
8082,2026-02-07,221,1,37.07,Marketplace,0,0,Normal
8083,2026-02-07,223,10,14.09,Site,1,1,Pico
8084,2026-02-07,227,3,31.97,Marketplace,0,1,Pico
8085,2026-02-07,228,1,99.49,Site,0,0,Normal
8086,2026-02-07,229,1,33.6,loja fisica,0,0,Pico
8087,2026-02-07,230,1,34.88,Marketplace,0,0,Normal
8088,2026-02-07,232,1,87.74,Marketplace,0,0,Normal
8089,2026-02-07,233,2,27.09,Site,0,0,Pico
8090,2026-02-07,235,2,81.45,Marketplace,0,0,Pico
8091,2026-02-07,241,3,265.69,Site,0,0,Normal
8092,2026-02-07,242,1,63.4,Site,0,0,Pico
8093,2026-02-07,243,1,21.44,Site,0,0,Normal
8094,2026-02-07,245,1,86.68,Site,0,0,Pico
8095,2026-02-07,248,1,116.0,Site,0,1,Pico
8096,2026-02-07,249,3,110.75,Loja Física,1,0,Pico
8097,2026-02-08,1,1,91.54,Site,0,0,Normal
8098,2026-02-08,2,1,49.12,Marketplace,0,0,Normal
8099,2026-02-08,3,1,72.68,Marketplace,0,0,Normal
8100,2026-02-08,4,1,93.45,Site,0,0,Normal
8101,2026-02-08,6,3,26.9,Site,0,0,Pico
8102,2026-02-08,7,2,266.03,Site,0,0,Normal
8103,2026-02-08,10,5,27.39,Site,1,0,Pico
8104,2026-02-08,11,1,38.05,Loja Física,0,0,Normal
8105,2026-02-08,12,1,51.86,Site,0,0,Normal
8106,2026-02-08,15,1,91.38,Site,0,0,Normal
8107,2026-02-08,16,1,139.08,Site,0,0,Normal
8108,2026-02-08,18,1,44.34,Site,0,0,Normal
8109,2026-02-08,20,3,28.75,Site,0,0,Normal
8110,2026-02-08,21,3,145.78,Marketplace,0,1,Pico
8111,2026-02-08,23,2,51.77,Site,0,0,Pico
8112,2026-02-08,25,7,34.77,Marketplace,1,1,Pico
8113,2026-02-08,28,5,31.52,Site,1,0,Pico
8114,2026-02-08,29,4,189.77,Site,0,0,Normal
8115,2026-02-08,31,2,141.33,Site,0,0,Pico
8116,2026-02-08,33,1,43.42,Site,0,0,Normal
8117,2026-02-08,34,1,54.42,Site,0,0,Pico
8118,2026-02-08,36,2,114.09,Marketplace,0,0,Pico
8119,2026-02-08,38,1,59.27,Site,0,0,Normal
8120,2026-02-08,39,1,22.78,Site,0,0,Pico
8121,2026-02-08,40,1,31.94,Site,0,0,Normal
8122,2026-02-08,43,3,44.66,Loja Física,0,0,Normal
8123,2026-02-08,44,2,138.28,Site,0,0,Pico
8124,2026-02-08,46,2,136.47,Market Place,0,0,Normal
8125,2026-02-08,48,1,90.54,Site,0,0,Normal
8126,2026-02-08,49,3,42.6,Site,1,0,Pico
8127,2026-02-08,50,4,21.66,Site,0,1,Pico
8128,2026-02-08,53,1,29.43,Marketplace,0,0,Normal
8129,2026-02-08,58,1,64.51,Market Place,0,1,Pico
8130,2026-02-08,60,1,23.86,Site,0,0,Normal
8131,2026-02-08,62,3,148.68,Site,0,0,Pico
8132,2026-02-08,64,4,34.44,Site,1,0,Pico
8133,2026-02-08,67,1,310.25,Marketplace,0,0,Pico
8134,2026-02-08,70,2,37.97,Marketplace,0,0,Normal
8135,2026-02-08,72,1,119.72,Site,0,0,Normal
8136,2026-02-08,76,2,42.19,Loja Física,0,0,Normal
8137,2026-02-08,80,1,135.58,Loja Física,0,0,Normal
8138,2026-02-08,82,1,224.25,Site,0,0,Normal
8139,2026-02-08,83,1,408.98,Site,0,0,Normal
8140,2026-02-08,84,3,22.66,Marketplace,1,0,Pico
8141,2026-02-08,85,1,266.63,Site,0,0,Pico
8142,2026-02-08,86,3,40.16,Loja Física,1,0,Pico
8143,2026-02-08,87,1,111.12,Site,0,0,Normal
8144,2026-02-08,88,1,113.03,Site,0,1,Pico
8145,2026-02-08,91,3,29.96,Marketplace,1,0,Pico
8146,2026-02-08,94,1,25.51,Site,0,0,Normal
8147,2026-02-08,95,1,73.85,Marketplace,0,0,Normal
8148,2026-02-08,97,3,42.66,Site,0,0,Pico
8149,2026-02-08,99,2,139.86,Loja Física,1,0,Pico
8150,2026-02-08,103,1,91.19,Loja Física,0,0,Pico
8151,2026-02-08,106,1,99.49,Site,0,0,Normal
8152,2026-02-08,111,1,24.24,Loja Física,0,0,Normal
8153,2026-02-08,116,1,10.82,Site,0,0,Normal
8154,2026-02-08,124,1,61.58,Marketplace,0,0,Pico
8155,2026-02-08,125,4,36.47,Site,0,0,Pico
8156,2026-02-08,128,1,34.68,Site,0,0,Normal
8157,2026-02-08,131,1,43.24,Site,0,0,Pico
8158,2026-02-08,132,1,120.97,Site,0,0,Pico
8159,2026-02-08,135,1,80.72,Loja Física,0,0,Normal
8160,2026-02-08,136,1,124.58,Market Place,0,0,Normal
8161,2026-02-08,137,1,96.11,Marketplace,0,0,Normal
8162,2026-02-08,138,2,26.78,Marketplace,0,0,Normal
8163,2026-02-08,140,2,293.97,Site,0,0,Pico
8164,2026-02-08,142,1,85.3,Marketplace,0,0,Normal
8165,2026-02-08,145,6,124.65,Marketplace,1,0,Pico
8166,2026-02-08,147,1,21.44,Site,0,0,Normal
8167,2026-02-08,148,2,25.82,Marketplace,0,0,Normal
8168,2026-02-08,149,2,74.84,Marketplace,0,0,Normal
8169,2026-02-08,151,1,23.44,Site,0,0,Pico
8170,2026-02-08,153,1,37.91,Site,0,1,Pico
8171,2026-02-08,154,5,188.54,Site,1,0,Pico
8172,2026-02-08,156,1,117.32,Marketplace,0,0,Normal
8173,2026-02-08,157,1,36.41,Marketplace,0,0,Normal
8174,2026-02-08,158,1,139.61,Loja Física,0,0,Normal
8175,2026-02-08,159,2,38.7,Market Place,0,0,Pico
8176,2026-02-08,161,2,88.69,Marketplace,0,0,Normal
8177,2026-02-08,166,1,26.6,Site,0,0,Normal
8178,2026-02-08,167,1,36.99,Site,0,0,Normal
8179,2026-02-08,168,1,38.5,Site,0,1,Pico
8180,2026-02-08,169,2,21.4,Site,0,0,Normal
8181,2026-02-08,175,1,38.07,Site,0,0,Normal
8182,2026-02-08,177,2,259.25,SITE,0,0,Pico
8183,2026-02-08,178,1,33.81,Site,0,0,Normal
8184,2026-02-08,179,1,68.96,Marketplace,0,0,Normal
8185,2026-02-08,183,1,32.17,Site,0,0,Pico
8186,2026-02-08,186,1,44.79,Site,0,0,Normal
8187,2026-02-08,187,1,235.86,Site,0,0,Normal
8188,2026-02-08,188,2,71.75,Loja Física,0,0,Normal
8189,2026-02-08,189,2,122.94,Site,0,0,Pico
8190,2026-02-08,191,4,112.76,Site,1,0,Pico
8191,2026-02-08,192,3,43.83,Site,1,0,Pico
8192,2026-02-08,202,1,30.55,Site,0,0,Normal
8193,2026-02-08,204,1,42.24,Site,0,0,Normal
8194,2026-02-08,210,1,25.18,Marketplace,0,0,Pico
8195,2026-02-08,211,2,41.31,Site,1,0,Pico
8196,2026-02-08,213,3,31.03,Site,0,0,Pico
8197,2026-02-08,216,1,81.64,Site,0,0,Normal
8198,2026-02-08,218,1,55.58,Marketplace,0,0,Normal
8199,2026-02-08,220,1,127.12,Marketplace,0,0,Normal
8200,2026-02-08,223,2,14.09,Marketplace,0,0,Pico
8201,2026-02-08,225,2,138.8,Site,0,0,Pico
8202,2026-02-08,226,1,98.4,Site,0,0,Normal
8203,2026-02-08,227,3,31.97,Marketplace,0,1,Pico
8204,2026-02-08,229,2,33.6,Site,0,0,Pico
8205,2026-02-08,230,1,34.88,Marketplace,0,0,Normal
8206,2026-02-08,232,3,87.74,Site,0,0,Normal
8207,2026-02-08,235,2,81.45,Site,0,0,Pico
8208,2026-02-08,236,4,32.43,Site,1,0,Pico
8209,2026-02-08,238,6,33.18,Loja Física,1,0,Pico
8210,2026-02-08,239,2,42.98,marketplace,1,0,Pico
8211,2026-02-08,243,5,21.44,Site,1,0,Pico
8212,2026-02-08,244,4,138.14,Site,1,0,Pico
8213,2026-02-08,245,2,86.68,Marketplace,0,0,Pico
8214,2026-02-08,248,6,116.0,Site,1,1,Pico
8215,2026-02-08,249,2,110.75,Site,0,0,Pico
8216,2026-02-09,2,2,49.12,Site,1,0,Pico
8217,2026-02-09,5,1,142.97,Loja Física,0,0,Normal
8218,2026-02-09,10,3,27.39,Site,0,0,Pico
8219,2026-02-09,14,3,40.11,Marketplace,0,0,Pico
8220,2026-02-09,19,2,38.6,Site,0,0,Normal
8221,2026-02-09,20,1,28.75,Site,0,0,Normal
8222,2026-02-09,21,3,145.78,Site,0,1,Pico
8223,2026-02-09,22,1,50.95,Loja Física,0,0,Normal
8224,2026-02-09,25,2,34.77,Site,0,1,Pico
8225,2026-02-09,27,1,112.89,Marketplace,0,0,Normal
8226,2026-02-09,31,2,141.33,Site,0,0,Pico
8227,2026-02-09,36,2,114.09,Marketplace,0,0,Pico
8228,2026-02-09,39,1,22.78,Site,0,0,Pico
8229,2026-02-09,43,2,44.66,Marketplace,0,0,Normal
8230,2026-02-09,44,1,138.28,Site,0,0,Pico
8231,2026-02-09,45,1,41.05,Site,0,0,Normal
8232,2026-02-09,48,1,90.54,Marketplace,0,0,Normal
8233,2026-02-09,49,3,42.6,Loja Física,0,0,Normal
8234,2026-02-09,50,6,21.66,Marketplace,1,1,Pico
8235,2026-02-09,58,1,64.51,Site,0,1,Pico
8236,2026-02-09,60,1,23.86,Marketplace,0,0,Normal
8237,2026-02-09,62,2,148.68,Loja Física,0,0,Pico
8238,2026-02-09,64,6,34.44,Marketplace,1,0,Pico
8239,2026-02-09,65,19,39.85,Site,0,0,Pico
8240,2026-02-09,68,2,61.63,Marketplace,0,0,Normal
8241,2026-02-09,72,1,119.72,Loja Física,0,0,Normal
8242,2026-02-09,75,1,64.27,Site,0,0,Normal
8243,2026-02-09,76,1,42.19,Marketplace,0,0,Normal
8244,2026-02-09,87,1,111.12,Marketplace,0,0,Normal
8245,2026-02-09,89,1,21.63,Marketplace,0,0,Pico
8246,2026-02-09,90,1,131.16,Site,0,0,Normal
8247,2026-02-09,91,1,29.96,Site,0,0,Normal
8248,2026-02-09,92,2,11.1,Marketplace,0,0,Normal
8249,2026-02-09,93,2,141.99,Site,0,0,Normal
8250,2026-02-09,95,3,73.85,Site,1,0,Pico
8251,2026-02-09,97,1,42.66,Site,0,0,Pico
8252,2026-02-09,98,3,126.05,Site,0,0,Normal
8253,2026-02-09,99,1,139.86,Site,0,0,Pico
8254,2026-02-09,100,1,5.16,Site,0,1,Pico
8255,2026-02-09,103,1,91.19,Marketplace,0,0,Pico
8256,2026-02-09,108,6,37.7,Site,1,0,Pico
8257,2026-02-09,109,2,38.05,Loja Física,0,0,Normal
8258,2026-02-09,115,1,21.8,Site,0,0,Normal
8259,2026-02-09,118,2,19.12,Marketplace,1,0,Pico
8260,2026-02-09,119,1,23.27,Site,0,0,Normal
8261,2026-02-09,121,2,85.93,Marketplace,0,0,Pico
8262,2026-02-09,124,1,61.58,Site,0,0,Pico
8263,2026-02-09,125,7,36.47,Site,1,0,Pico
8264,2026-02-09,138,1,26.78,Site,0,0,Normal
8265,2026-02-09,142,1,85.3,Site,0,0,Normal
8266,2026-02-09,145,1,124.65,Marketplace,0,0,Pico
8267,2026-02-09,148,1,25.82,Marketplace,0,0,Normal
8268,2026-02-09,149,1,74.84,Site,0,0,Normal
8269,2026-02-09,150,1,28.09,Site,0,0,Normal
8270,2026-02-09,151,2,23.44,Marketplace,0,0,Pico
8271,2026-02-09,153,2,37.91,Marketplace,0,1,Pico
8272,2026-02-09,154,1,188.54,Marketplace,0,0,Normal
8273,2026-02-09,155,1,19.27,Marketplace,0,0,Pico
8274,2026-02-09,157,2,36.41,Site,0,0,Normal
8275,2026-02-09,159,2,38.7,Marketplace,0,0,Pico
8276,2026-02-09,161,1,88.69,Site,0,0,Normal
8277,2026-02-09,164,5,279.03,Site,1,0,Pico
8278,2026-02-09,165,1,21.62,Marketplace,0,0,Normal
8279,2026-02-09,169,1,21.4,Site,0,0,Normal
8280,2026-02-09,170,1,398.25,Marketplace,0,0,Normal
8281,2026-02-09,174,1,407.29,Marketplace,0,0,Normal
8282,2026-02-09,175,2,38.07,Site,0,1,Pico
8283,2026-02-09,177,3,259.25,Loja Física,0,0,Pico
8284,2026-02-09,179,1,68.96,Marketplace,0,0,Normal
8285,2026-02-09,180,1,120.02,Site,0,0,Normal
8286,2026-02-09,183,5,32.17,Marketplace,1,0,Pico
8287,2026-02-09,189,3,122.94,Marketplace,1,0,Pico
8288,2026-02-09,192,1,43.83,Site,0,0,Normal
8289,2026-02-09,193,1,283.3,Site,0,0,Normal
8290,2026-02-09,196,1,27.02,Site,0,0,Normal
8291,2026-02-09,200,1,121.05,Marketplace,0,0,Normal
8292,2026-02-09,211,1,41.31,Loja Física,0,0,Normal
8293,2026-02-09,213,5,31.03,Marketplace,0,0,Pico
8294,2026-02-09,214,3,180.76,Site,1,0,Pico
8295,2026-02-09,215,1,62.75,Site,0,0,Normal
8296,2026-02-09,219,3,21.26,Site,0,0,Normal
8297,2026-02-09,223,2,14.09,Site,0,0,Pico
8298,2026-02-09,225,1,138.8,Site,0,0,Pico
8299,2026-02-09,227,3,31.97,Site,0,1,Pico
8300,2026-02-09,228,2,99.49,Site,0,0,Normal
8301,2026-02-09,229,1,33.6,Site,0,0,Pico
8302,2026-02-09,231,1,20.42,Site,0,0,Normal
8303,2026-02-09,234,1,99.39,Site,0,0,Normal
8304,2026-02-09,235,1,81.45,Site,0,0,Pico
8305,2026-02-09,237,1,76.23,Site,0,0,Normal
8306,2026-02-09,238,5,33.18,Loja Física,1,0,Pico
8307,2026-02-09,243,4,21.44,Site,1,0,Pico
8308,2026-02-09,245,1,86.68,Site,0,0,Pico
8309,2026-02-09,248,3,116.0,Site,0,1,Pico
8310,2026-02-10,3,2,72.68,Site,0,0,Normal
8311,2026-02-10,8,1,208.7,Site,0,0,Normal
8312,2026-02-10,10,1,27.39,Site,0,0,Pico
8313,2026-02-10,13,1,93.39,Site,0,0,Normal
8314,2026-02-10,17,1,137.07,Marketplace,0,0,Normal
8315,2026-02-10,20,1,28.75,Site,0,0,Normal
8316,2026-02-10,21,5,145.78,Site,0,1,Pico
8317,2026-02-10,22,2,50.95,Site,0,0,Normal
8318,2026-02-10,23,4,51.77,Marketplace,0,0,Pico
8319,2026-02-10,25,3,34.77,Marketplace,0,1,Pico
8320,2026-02-10,26,1,17.38,Site,0,0,Normal
8321,2026-02-10,28,1,31.52,Site,0,0,Normal
8322,2026-02-10,31,2,141.33,Site,0,0,Pico
8323,2026-02-10,33,1,43.42,Marketplace,0,0,Normal
8324,2026-02-10,34,1,54.42,Marketplace,0,0,Pico
8325,2026-02-10,39,3,22.78,Site,0,0,Pico
8326,2026-02-10,40,3,31.94,Site,0,0,Normal
8327,2026-02-10,41,1,138.27,Marketplace,0,0,Normal
8328,2026-02-10,44,2,138.28,Loja Física,0,0,Pico
8329,2026-02-10,48,1,90.54,Marketplace,0,0,Normal
8330,2026-02-10,50,2,21.66,Site,1,1,Pico
8331,2026-02-10,51,1,31.37,Site,0,0,Normal
8332,2026-02-10,52,4,17.86,Site,1,0,Pico
8333,2026-02-10,55,2,20.21,Marketplace,0,0,Normal
8334,2026-02-10,60,4,23.86,Marketplace,1,0,Pico
8335,2026-02-10,62,4,148.68,Loja Física,1,0,Pico
8336,2026-10-02,63,3,123.11,Marketplace,1,0,Pico
8337,2026-02-10,64,3,34.44,Marketplace,0,0,Pico
8338,2026-02-10,65,8,39.85,Site,0,1,Pico
8339,2026-02-10,66,1,115.56,Marketplace,0,0,Normal
8340,2026-02-10,68,1,61.63,Site,0,0,Normal
8341,2026-02-10,70,1,37.97,Marketplace,0,0,Normal
8342,2026-02-10,73,1,62.61,Marketplace,0,0,Normal
8343,2026-02-10,76,2,42.19,Site,0,0,Normal
8344,2026-02-10,84,1,22.66,Site,0,0,Normal
8345,2026-02-10,86,3,40.16,Site,0,0,Pico
8346,2026-02-10,91,3,29.96,Marketplace,1,0,Pico
8347,2026-02-10,92,2,11.1,Site,0,0,Normal
8348,2026-02-10,99,2,139.86,Marketplace,0,0,Pico
8349,2026-02-10,105,1,117.47,Marketplace,0,0,Normal
8350,2026-02-10,108,4,37.7,Loja Física,1,0,Pico
8351,2026-02-10,116,1,10.82,Marketplace,0,0,Normal
8352,2026-02-10,119,1,23.27,Marketplace,0,0,Normal
8353,2026-02-10,121,1,85.93,Site,0,0,Pico
8354,2026-02-10,124,3,61.58,Site,0,0,Pico
8355,2026-02-10,125,4,36.47,Site,0,0,Pico
8356,2026-02-10,128,1,34.68,Marketplace,0,0,Normal
8357,2026-02-10,129,2,60.13,Marketplace,0,0,Normal
8358,2026-02-10,131,1,43.24,Site,0,0,Pico
8359,2026-02-10,135,1,80.72,Loja Física,0,0,Normal
